#	CITY NAME	POPULATION
1	Moscow	10,381,222
2	Saint Petersburg	5,028,000
3	Novosibirsk	1,419,007
4	Yekaterinburg	1,349,772
5	Nizhniy Novgorod	1,284,164
6	Samara	1,134,730
7	Omsk	1,129,281
8	Kazan	1,104,738
9	Rostov-na-Donu	1,074,482
10	Chelyabinsk	1,062,919
11	Ufa	1,033,338
12	Volgograd	1,011,417
13	Perm	982,419
14	Krasnoyarsk	927,200
15	Saratov	863,725
16	Voronezh	848,752
17	Tol'yatti	702,879
18	Krasnodar	649,851
19	Ulyanovsk	640,680
20	Izhevsk	631,038
21	Yaroslavl	606,730
22	Barnaul	599,579
23	Vladivostok	587,022
24	Irkutsk	586,695
25	Khabarovsk	579,000
26	Khabarovsk Vtoroy	578,303
27	Orenburg	550,204
28	Novokuznetsk	539,616
29	Ryazan'	520,173
30	Tyumen	519,119
31	Lipetsk	515,655
32	Penza	512,602
33	Naberezhnyye Chelny	509,870
34	Kalininskiy	504,641
35	Astrakhan	502,533
36	Makhachkala	497,959
37	Tomsk	485,519
38	Kemerovo	477,090
39	Tula	468,825
40	Kirov	457,383
41	Cheboksary	446,781
42	Kaliningrad	434,954
43	Bryansk	427,236
44	Ivanovo	420,839
45	Magnitogorsk	413,351
46	Kursk	409,431
47	Tver	400,212
48	Nizhny Tagil	381,116
49	Stavropol'	363,064
50	Ulan-Ude	360,278
51	Arkhangel'sk	356,051
52	Belgorod	345,289
53	Kurgan	343,129
54	Kaluga	338,978
55	Krasnogvargeisky	337,091
56	Sochi	327,608
57	Orel	324,200
58	Volzhskiy	323,293
59	Smolensk	320,991
60	Murmansk	319,263
61	Vladikavkaz	317,370
62	Cherepovets	315,738
63	Vologda	314,900
64	Vladimir	310,024
65	Chita	308,500
66	Saransk	303,394
67	Surgut	300,367
68	Tambov	290,933
69	Yoshkar-Ola	279,100
70	Taganrog	279,056
